,voter,yes,no,veto,abstain,no_vote,valid_votes,total_votes,proposal_num,overall_match,cluster_match,overall_match_rate,cluster_match_rate,participation_rate,cluster_label,Chainflow,Imperatorco, AutoStake  Slash Protected,StakeWithUs,Simply Staking,StakeLabzone,SpacePotato,Vitwit Previously Witval,SG1,Chorus One,Forbole,POSTHUMAN  StakeDrop,Ping,0basevc,Smart Stake , block pane ,WhisperNode ,a41,Stakyio,Kahuna,16psyche,Nocturnal Labs,decentralizehk  DHK dao,Kalia Network,ECO Stake ,NosNode,Citadelone,Informal Systems, LavenderFive Nodes ,Frens ,Cosmostation,Kleomedes,OmniFlix Network,GATA HUB,hydrogen18,Coinage x DAIC,Stakecito,Meria,BronBro,Cypher Core,ChainLayer,Active Nodes,DACM,strangelove,ushakov,c29r3,Allnodes,PoS Node,Tedcryptoio   TedLotto,kooltek68,CroutonDigital,coaction,EZ Staking,Stakin,notional,WeStaking,SmartNodes  Slash Protected,Yurbason,Neta DAO,Chandra Station,Stake Frites  ,Decloud Nodes Lab,HashKey Cloud,chainvibes,Consensus One,Stakewollecom  Autocompound,Wetez,Architect Nodes,HEXXAGON,DECOMISSIONED AUDITone,Army IDs,Bit Cat,Easy 2 Stake,Nodeasycom,jetlife,Bliss Dynamics,Sikka,PLEASE REDELEGATECLOSED,SNZPool,Autonomy  Formerly PrithviDevs ,Baset,Huobi,ChainodeTech,kano,Cosmic Validator  Auto Compound,ValidatorNode,UNDELEGATE FROM HERE,stakezone,gunray,Bi23,Psycho Node,Bitoven,Komichaincom,BoxedCloudnet,MANTRA,eol,cosmosrescue,SkyNet  Validators,Cosmonaut Stakes AKT,Dwebnet,DLINODESCOM,GlacierLuo,Domination Finance,Arcturian Tech,Akash Af,ALTER  pathrocknetwork,decommissioned,BridgeTower,Dora Factory PGS,MedasDigital,STAKINOLD,Cloudmos,Former Moultrie Audits Inactive,MOVING TO NAKANODOXYZ,VaultStaking,TRGC By Liquify,astravoyage,Anonstake, polkachucom,kavalabs,AGE Network,acheron,Octopos,shepaintedfireacrossthesky,monolith,SHEA Staking,Dorminik,UNBONDING,Inactive pls undelegate,GreenStake One,inactive,Oni   Stake for BoostDrop ,Praetor App,0xDEADBEEF,w3coins,Vixello,Aurora Staking ,50 Validator  Airdrop,Passage,NoDumpNode,Jormungand  0y,INACTIVE Please Redelegate  Trivium  TriviumNetwork,StakeSeeker by BTCS,Crypto Lab Tech,europlots, CryptoCrew Validators,Quasarch,Ariel Akash Insider  Powered by NextNetWorks,Atomstaking,black lodge,SHUTTING DOWN,Crypto and Coffee,FoundryUSA,OGnome,Defi Dojo Validation,high_similarity_voters
16,WhisperNode ,21,2,0,0,0,23,23,50,23,23,1.0,1.0,0.46,3,0.28,0.2,0.3,0.32,0.26,0.04,0.12,0.4,0.02,0.44,0.18,0.42,0.1,0.46,0.1,0.0,1.0,0.0,0.0,0.22,0.36,0.42,0.38,0.44,0.46,0.24,0.28,0.22,0.36,0.24,0.46,0.2,0.2,0.32,0.0,0.26,0.46,0.4,0.0,0.32,0.28,0.46,0.26,0.38,0.0,0.44,0.42,0.46,0.42,0.18,0.16,0.0,0.28,0.22,0.0,0.32,0.0,0.0,0.44,0.08,0.42,0.4,0.02,0.44,0.0,0.46,0.0,0.04,0.0,0.0,0.46,0.04,0.32,0.32,0.0,0.34,0.02,0.0,0.0,0.22,0.0,0.0,0.3,0.0,0.38,0.44,0.0,0.02,0.0,0.26,0.0,0.2,0.36,0.0,0.0,0.0,0.22,0.0,0.26,0.02,0.0,0.0,0.0,0.22,0.2,0.18,0.0,0.2,0.22,0.0,0.0,0.44,0.0,0.0,0.0,0.02,0.0,0.44,0.46,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.34,0.4,0.0,0.34,0.18,0.4,0.36,0.0,0.38,0.32,0.0,0.0,0.22,0.46,0.0,0.4,0.1,0.44,0.0,0.0,0.28,0.34,0.02,0.14,[]
17,a41,0,0,0,0,39,0,39,50,0,0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.34,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.28,0.0,0.16,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.3,0.62,0.02,0.2,0.64,0.78,0.7,0.6,0.64,0.34,0.76,0.76,0.76,0.76,0.42,0.32,0.3,0.24,0.12,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Yurbason', 'Psycho Node', 'BoxedCloudnet', 'MANTRA', 'eol', 'cosmosrescue', 'SkyNet  Validators', 'Dwebnet', 'DLINODESCOM', 'GlacierLuo', 'Domination Finance']"
18,Stakyio,1,0,0,0,0,1,1,50,1,1,1.0,1.0,0.02,3,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[]
19,Kahuna,9,2,0,1,0,12,12,50,11,11,0.9166666666666666,0.9166666666666666,0.24,7,0.12,0.12,0.18,0.18,0.16,0.0,0.08,0.18,0.0,0.2,0.04,0.18,0.04,0.22,0.08,0.0,0.22,0.0,0.0,1.0,0.18,0.24,0.14,0.2,0.22,0.12,0.16,0.16,0.2,0.14,0.22,0.14,0.14,0.16,0.0,0.18,0.22,0.18,0.0,0.12,0.12,0.22,0.08,0.18,0.0,0.2,0.18,0.22,0.2,0.04,0.06,0.0,0.16,0.06,0.0,0.12,0.0,0.0,0.2,0.06,0.2,0.16,0.0,0.2,0.0,0.22,0.0,0.02,0.0,0.0,0.22,0.0,0.14,0.14,0.0,0.18,0.02,0.0,0.0,0.08,0.0,0.0,0.14,0.0,0.2,0.2,0.0,0.0,0.0,0.08,0.0,0.12,0.18,0.0,0.0,0.0,0.12,0.0,0.12,0.02,0.0,0.0,0.0,0.12,0.12,0.06,0.0,0.1,0.08,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.22,0.16,0.0,0.2,0.08,0.18,0.16,0.0,0.2,0.1,0.0,0.0,0.06,0.22,0.02,0.18,0.08,0.22,0.0,0.0,0.1,0.14,0.0,0.06,[]
20,16psyche,28,4,2,0,0,34,34,50,31,31,0.9117647058823529,0.9117647058823529,0.68,7,0.28,0.32,0.46,0.4,0.36,0.12,0.2,0.46,0.06,0.54,0.28,0.46,0.1,0.62,0.16,0.04,0.36,0.0,0.02,0.18,1.0,0.5,0.44,0.56,0.64,0.38,0.36,0.34,0.38,0.2,0.54,0.22,0.32,0.26,0.06,0.22,0.52,0.48,0.0,0.36,0.42,0.62,0.34,0.3,0.02,0.5,0.48,0.54,0.38,0.24,0.14,0.04,0.24,0.4,0.24,0.48,0.0,0.0,0.58,0.2,0.52,0.5,0.04,0.56,0.02,0.6,0.12,0.04,0.0,0.02,0.56,0.16,0.34,0.36,0.1,0.4,0.04,0.0,0.02,0.3,0.02,0.06,0.26,0.02,0.42,0.56,0.0,0.08,0.02,0.38,0.08,0.36,0.48,0.12,0.0,0.0,0.18,0.06,0.28,0.0,0.0,0.0,0.0,0.18,0.14,0.2,0.0,0.36,0.22,0.0,0.02,0.48,0.0,0.0,0.04,0.18,0.0,0.46,0.62,0.14,0.1,0.02,0.02,0.0,0.02,0.02,0.2,0.0,0.18,0.0,0.0,0.26,0.48,0.0,0.36,0.2,0.3,0.4,0.02,0.52,0.36,0.0,0.08,0.22,0.5,0.0,0.42,0.1,0.44,0.04,0.0,0.22,0.28,0.0,0.12,"['0basevc', 'ECO Stake ', 'Active Nodes', 'Stakewollecom  Autocompound', ' polkachucom']"
21,Nocturnal Labs,31,5,0,2,0,38,38,50,36,36,0.9473684210526315,0.9473684210526315,0.76,7,0.36,0.44,0.58,0.5,0.5,0.2,0.22,0.54,0.08,0.64,0.38,0.56,0.1,0.7,0.22,0.06,0.42,0.0,0.0,0.24,0.5,1.0,0.5,0.66,0.68,0.52,0.44,0.48,0.54,0.22,0.66,0.38,0.36,0.38,0.04,0.24,0.62,0.64,0.0,0.48,0.48,0.7,0.34,0.38,0.04,0.62,0.5,0.64,0.5,0.28,0.14,0.02,0.26,0.48,0.26,0.5,0.0,0.0,0.66,0.24,0.58,0.6,0.02,0.66,0.02,0.68,0.18,0.06,0.0,0.0,0.66,0.14,0.4,0.4,0.04,0.52,0.02,0.0,0.0,0.34,0.0,0.04,0.36,0.0,0.62,0.66,0.0,0.02,0.0,0.42,0.06,0.46,0.58,0.1,0.0,0.0,0.2,0.02,0.42,0.02,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.48,0.32,0.0,0.0,0.56,0.0,0.0,0.0,0.24,0.0,0.6,0.7,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.18,0.0,0.0,0.32,0.56,0.0,0.56,0.18,0.36,0.52,0.0,0.62,0.42,0.0,0.1,0.26,0.58,0.02,0.56,0.1,0.56,0.08,0.0,0.26,0.3,0.02,0.12,"['Chorus One', '0basevc', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Stakecito', 'Meria', 'Active Nodes', 'c29r3', 'PoS Node', 'Neta DAO', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Anonstake', ' polkachucom', 'NoDumpNode']"
22,decentralizehk  DHK dao,30,2,1,7,0,40,40,50,31,32,0.775,0.8,0.8,3,0.3,0.38,0.42,0.54,0.44,0.18,0.2,0.5,0.08,0.66,0.34,0.42,0.08,0.64,0.26,0.06,0.38,0.0,0.02,0.14,0.44,0.5,1.0,0.6,0.6,0.44,0.48,0.38,0.42,0.2,0.62,0.32,0.32,0.32,0.04,0.2,0.52,0.54,0.0,0.4,0.46,0.6,0.32,0.34,0.06,0.52,0.44,0.56,0.42,0.26,0.14,0.02,0.28,0.44,0.22,0.48,0.0,0.0,0.54,0.2,0.52,0.46,0.04,0.56,0.02,0.58,0.1,0.04,0.0,0.04,0.6,0.14,0.44,0.42,0.1,0.42,0.02,0.02,0.02,0.3,0.02,0.08,0.34,0.02,0.56,0.6,0.0,0.08,0.02,0.38,0.06,0.42,0.48,0.06,0.0,0.02,0.18,0.02,0.32,0.02,0.0,0.0,0.0,0.18,0.18,0.2,0.0,0.36,0.26,0.0,0.06,0.48,0.02,0.02,0.06,0.16,0.0,0.5,0.6,0.1,0.08,0.02,0.02,0.0,0.02,0.02,0.24,0.0,0.16,0.0,0.0,0.26,0.52,0.0,0.44,0.16,0.38,0.44,0.0,0.48,0.34,0.0,0.06,0.2,0.44,0.0,0.46,0.08,0.42,0.04,0.0,0.22,0.28,0.02,0.12,"['Chorus One', '0basevc', 'Kalia Network', 'ECO Stake ', 'Cosmostation', 'Active Nodes', 'Army IDs', 'ValidatorNode', ' polkachucom']"
23,Kalia Network,36,4,1,2,0,43,43,50,40,40,0.9302325581395349,0.9302325581395349,0.86,1,0.38,0.48,0.62,0.6,0.56,0.22,0.28,0.54,0.1,0.76,0.46,0.58,0.1,0.78,0.26,0.14,0.44,0.0,0.0,0.2,0.56,0.66,0.6,1.0,0.78,0.58,0.48,0.52,0.56,0.22,0.76,0.36,0.46,0.36,0.04,0.24,0.7,0.66,0.0,0.58,0.58,0.78,0.42,0.36,0.04,0.66,0.54,0.72,0.5,0.34,0.16,0.02,0.32,0.54,0.32,0.58,0.0,0.0,0.74,0.24,0.7,0.68,0.02,0.78,0.02,0.78,0.16,0.04,0.0,0.0,0.76,0.16,0.4,0.46,0.12,0.58,0.02,0.02,0.0,0.38,0.0,0.06,0.34,0.0,0.64,0.74,0.0,0.06,0.0,0.46,0.1,0.52,0.62,0.16,0.0,0.0,0.2,0.06,0.44,0.02,0.0,0.0,0.0,0.22,0.18,0.24,0.0,0.48,0.3,0.0,0.04,0.64,0.0,0.0,0.08,0.28,0.0,0.64,0.8,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.28,0.0,0.0,0.32,0.68,0.0,0.56,0.2,0.42,0.58,0.02,0.72,0.44,0.0,0.14,0.28,0.58,0.0,0.58,0.1,0.56,0.08,0.0,0.28,0.32,0.02,0.14,"[' AutoStake  Slash Protected', 'StakeWithUs', 'Chorus One', '0basevc', 'Nocturnal Labs', 'decentralizehk  DHK dao', 'ECO Stake ', 'Cosmostation', 'Stakecito', 'Meria', 'Active Nodes', 'c29r3', 'PoS Node', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', 'NoDumpNode']"
24,ECO Stake ,40,6,1,3,0,50,50,50,45,47,0.9,0.94,1.0,3,0.36,0.58,0.78,0.6,0.62,0.28,0.32,0.58,0.14,0.8,0.58,0.64,0.12,0.92,0.3,0.14,0.46,0.0,0.02,0.22,0.64,0.68,0.6,0.78,1.0,0.54,0.54,0.54,0.6,0.24,0.86,0.36,0.52,0.38,0.08,0.26,0.7,0.66,0.0,0.6,0.62,0.88,0.5,0.38,0.06,0.68,0.6,0.74,0.54,0.34,0.16,0.04,0.32,0.62,0.42,0.7,0.0,0.0,0.8,0.38,0.76,0.68,0.04,0.84,0.02,0.88,0.22,0.04,0.0,0.08,0.86,0.24,0.52,0.48,0.16,0.66,0.04,0.06,0.02,0.48,0.02,0.1,0.44,0.02,0.68,0.84,0.0,0.14,0.02,0.58,0.12,0.56,0.74,0.14,0.0,0.08,0.22,0.1,0.4,0.02,0.02,0.02,0.0,0.22,0.2,0.24,0.0,0.52,0.32,0.0,0.1,0.74,0.06,0.06,0.1,0.32,0.0,0.68,0.88,0.18,0.12,0.02,0.02,0.0,0.02,0.02,0.28,0.02,0.36,0.02,0.02,0.34,0.76,0.0,0.54,0.22,0.42,0.6,0.02,0.7,0.52,0.0,0.12,0.3,0.64,0.0,0.6,0.12,0.58,0.06,0.0,0.28,0.34,0.02,0.14,"[' AutoStake  Slash Protected', 'StakeWithUs', 'Simply Staking', 'Chorus One', 'POSTHUMAN  StakeDrop', '0basevc', '16psyche', 'Nocturnal Labs', 'decentralizehk  DHK dao', 'Kalia Network', ' LavenderFive Nodes ', 'Cosmostation', 'Stakecito', 'Meria', 'Cypher Core', 'ChainLayer', 'Active Nodes', 'c29r3', 'Allnodes', 'PoS Node', 'Stakin', 'WeStaking', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', '50 Validator  Airdrop', 'NoDumpNode', 'europlots', 'Quasarch']"
25,NosNode,28,1,1,7,0,37,37,50,29,30,0.7837837837837838,0.8108108108108109,0.74,3,0.3,0.46,0.56,0.5,0.48,0.24,0.26,0.42,0.08,0.58,0.38,0.4,0.1,0.58,0.28,0.1,0.24,0.0,0.0,0.12,0.38,0.52,0.44,0.58,0.54,1.0,0.42,0.4,0.44,0.12,0.6,0.38,0.36,0.26,0.02,0.12,0.46,0.5,0.0,0.38,0.58,0.58,0.26,0.24,0.06,0.44,0.4,0.52,0.36,0.28,0.06,0.02,0.24,0.46,0.3,0.48,0.02,0.0,0.5,0.14,0.48,0.48,0.04,0.56,0.02,0.56,0.18,0.0,0.0,0.02,0.54,0.18,0.28,0.36,0.14,0.44,0.0,0.04,0.02,0.28,0.0,0.08,0.26,0.0,0.54,0.58,0.02,0.08,0.0,0.36,0.08,0.54,0.42,0.14,0.0,0.02,0.1,0.1,0.34,0.0,0.0,0.0,0.02,0.12,0.12,0.18,0.0,0.38,0.22,0.0,0.04,0.44,0.02,0.04,0.06,0.26,0.02,0.44,0.58,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.24,0.0,0.0,0.18,0.46,0.0,0.44,0.12,0.2,0.46,0.04,0.54,0.28,0.02,0.18,0.18,0.38,0.0,0.4,0.02,0.38,0.08,0.0,0.14,0.14,0.0,0.06,['Cosmostation']
26,Citadelone,28,2,0,16,0,46,46,50,27,29,0.5869565217391305,0.6304347826086957,0.92,3,0.28,0.66,0.64,0.48,0.48,0.2,0.32,0.48,0.16,0.56,0.3,0.38,0.08,0.58,0.36,0.04,0.28,0.0,0.02,0.16,0.36,0.44,0.48,0.48,0.54,0.42,1.0,0.32,0.44,0.1,0.56,0.4,0.4,0.32,0.02,0.18,0.5,0.4,0.0,0.34,0.52,0.48,0.26,0.28,0.04,0.36,0.46,0.48,0.34,0.32,0.06,0.02,0.3,0.48,0.22,0.38,0.0,0.0,0.4,0.18,0.48,0.38,0.04,0.5,0.0,0.48,0.14,0.06,0.0,0.06,0.56,0.16,0.38,0.3,0.12,0.4,0.02,0.04,0.02,0.3,0.02,0.06,0.34,0.02,0.58,0.5,0.0,0.12,0.02,0.3,0.08,0.48,0.48,0.1,0.0,0.06,0.08,0.06,0.3,0.02,0.02,0.02,0.0,0.1,0.14,0.16,0.0,0.36,0.26,0.0,0.1,0.5,0.02,0.06,0.08,0.2,0.0,0.44,0.46,0.06,0.08,0.02,0.02,0.0,0.02,0.02,0.14,0.02,0.16,0.02,0.02,0.2,0.44,0.0,0.44,0.16,0.28,0.44,0.02,0.42,0.22,0.0,0.08,0.16,0.36,0.06,0.32,0.04,0.34,0.06,0.0,0.18,0.18,0.0,0.04,"['Imperatorco', ' AutoStake  Slash Protected']"
27,Informal Systems,24,5,1,1,0,31,31,50,26,27,0.8387096774193549,0.8709677419354839,0.62,3,0.26,0.4,0.48,0.46,0.44,0.18,0.14,0.34,0.06,0.52,0.38,0.4,0.04,0.54,0.16,0.12,0.22,0.0,0.0,0.16,0.34,0.48,0.38,0.52,0.54,0.4,0.32,1.0,0.42,0.1,0.52,0.24,0.36,0.2,0.02,0.16,0.44,0.46,0.0,0.4,0.34,0.56,0.24,0.16,0.06,0.42,0.38,0.46,0.28,0.22,0.02,0.04,0.16,0.38,0.34,0.42,0.0,0.0,0.5,0.24,0.46,0.46,0.0,0.48,0.02,0.54,0.18,0.0,0.0,0.0,0.48,0.16,0.3,0.32,0.08,0.48,0.02,0.0,0.0,0.22,0.0,0.04,0.24,0.0,0.38,0.48,0.0,0.0,0.0,0.28,0.08,0.42,0.42,0.1,0.0,0.0,0.1,0.04,0.32,0.02,0.0,0.0,0.0,0.08,0.16,0.14,0.0,0.4,0.22,0.0,0.02,0.46,0.02,0.0,0.04,0.24,0.0,0.42,0.56,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.22,0.0,0.0,0.22,0.48,0.02,0.36,0.08,0.24,0.4,0.02,0.48,0.28,0.0,0.1,0.12,0.4,0.0,0.46,0.1,0.36,0.08,0.0,0.14,0.1,0.02,0.02,[]
28, LavenderFive Nodes ,28,7,1,1,0,37,37,50,33,31,0.8918918918918919,0.8378378378378378,0.74,3,0.34,0.4,0.52,0.48,0.48,0.2,0.24,0.42,0.1,0.58,0.38,0.44,0.12,0.66,0.16,0.1,0.36,0.0,0.0,0.2,0.38,0.54,0.42,0.56,0.6,0.44,0.44,0.42,1.0,0.16,0.6,0.32,0.34,0.36,0.02,0.18,0.62,0.52,0.0,0.46,0.42,0.62,0.3,0.32,0.04,0.56,0.46,0.52,0.42,0.28,0.08,0.02,0.3,0.44,0.26,0.46,0.02,0.0,0.54,0.18,0.6,0.48,0.04,0.62,0.0,0.6,0.18,0.0,0.0,0.02,0.6,0.18,0.38,0.34,0.1,0.6,0.0,0.04,0.02,0.4,0.0,0.04,0.42,0.0,0.5,0.6,0.02,0.08,0.0,0.4,0.1,0.42,0.58,0.1,0.0,0.02,0.14,0.06,0.4,0.02,0.0,0.0,0.02,0.14,0.16,0.2,0.0,0.36,0.32,0.0,0.08,0.6,0.0,0.06,0.08,0.26,0.02,0.54,0.64,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.28,0.48,0.0,0.46,0.18,0.32,0.46,0.02,0.48,0.32,0.0,0.08,0.22,0.48,0.0,0.46,0.08,0.5,0.06,0.0,0.18,0.24,0.02,0.08,"['0basevc', 'ECO Stake ', 'Cosmostation', 'Stakecito', 'Active Nodes', 'Stake Frites  ', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'ValidatorNode', 'Cloudmos', ' polkachucom']"
29,Frens ,11,1,0,0,0,12,12,50,12,12,1.0,1.0,0.24,3,0.06,0.04,0.12,0.1,0.08,0.0,0.08,0.22,0.0,0.24,0.06,0.22,0.04,0.24,0.08,0.0,0.24,0.0,0.0,0.14,0.2,0.22,0.2,0.22,0.24,0.12,0.1,0.1,0.16,1.0,0.24,0.12,0.08,0.16,0.0,0.18,0.24,0.22,0.0,0.12,0.16,0.24,0.14,0.24,0.0,0.24,0.22,0.24,0.24,0.0,0.16,0.0,0.12,0.06,0.0,0.18,0.0,0.0,0.24,0.02,0.2,0.18,0.0,0.22,0.0,0.24,0.0,0.04,0.0,0.0,0.24,0.0,0.16,0.14,0.0,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.14,0.0,0.2,0.24,0.0,0.0,0.0,0.14,0.0,0.12,0.18,0.0,0.0,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.22,0.12,0.08,0.0,0.06,0.02,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.24,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.18,0.04,0.2,0.22,0.0,0.18,0.18,0.0,0.0,0.1,0.24,0.0,0.18,0.02,0.22,0.0,0.0,0.16,0.18,0.02,0.14,[]
30,Cosmostation,39,3,1,6,0,49,49,50,42,46,0.8571428571428571,0.9387755102040817,0.98,3,0.4,0.62,0.7,0.66,0.62,0.3,0.32,0.56,0.12,0.8,0.54,0.6,0.12,0.88,0.32,0.12,0.46,0.0,0.0,0.22,0.54,0.66,0.62,0.76,0.86,0.6,0.56,0.52,0.6,0.24,1.0,0.4,0.56,0.38,0.02,0.26,0.66,0.64,0.0,0.58,0.68,0.82,0.44,0.38,0.06,0.64,0.58,0.78,0.54,0.34,0.16,0.02,0.36,0.56,0.34,0.64,0.02,0.0,0.7,0.3,0.68,0.66,0.04,0.8,0.02,0.82,0.18,0.04,0.0,0.04,0.84,0.22,0.5,0.5,0.18,0.6,0.02,0.06,0.02,0.44,0.0,0.08,0.44,0.0,0.76,0.82,0.02,0.12,0.0,0.52,0.1,0.58,0.68,0.12,0.0,0.08,0.22,0.12,0.4,0.02,0.02,0.02,0.02,0.22,0.2,0.24,0.0,0.5,0.32,0.0,0.1,0.74,0.04,0.08,0.08,0.3,0.02,0.64,0.8,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.26,0.02,0.3,0.02,0.02,0.34,0.72,0.0,0.54,0.2,0.42,0.64,0.04,0.66,0.46,0.02,0.14,0.3,0.6,0.0,0.58,0.12,0.58,0.06,0.0,0.28,0.34,0.02,0.14,"['Imperatorco', ' AutoStake  Slash Protected', 'StakeWithUs', 'Simply Staking', 'Chorus One', 'POSTHUMAN  StakeDrop', '0basevc', 'Nocturnal Labs', 'decentralizehk  DHK dao', 'Kalia Network', 'ECO Stake ', 'NosNode', ' LavenderFive Nodes ', 'Stakecito', 'Meria', 'ChainLayer', 'Active Nodes', 'c29r3', 'PoS Node', 'WeStaking', 'Neta DAO', 'Stake Frites  ', 'Decloud Nodes Lab', 'chainvibes', 'Stakewollecom  Autocompound', 'Army IDs', 'Bliss Dynamics', 'Cosmic Validator  Auto Compound', 'ValidatorNode', 'Komichaincom', 'Cloudmos', 'Anonstake', ' polkachucom', 'Praetor App', '50 Validator  Airdrop', 'NoDumpNode', 'europlots']"
31,Kleomedes,16,1,1,15,0,33,33,50,17,19,0.5151515151515151,0.5757575757575758,0.66,1,0.18,0.4,0.44,0.28,0.28,0.14,0.2,0.36,0.1,0.38,0.2,0.3,0.06,0.38,0.34,0.02,0.2,0.0,0.0,0.14,0.22,0.38,0.32,0.36,0.36,0.38,0.4,0.24,0.32,0.12,0.4,1.0,0.22,0.32,0.0,0.14,0.32,0.34,0.0,0.24,0.38,0.34,0.16,0.24,0.0,0.32,0.3,0.38,0.34,0.16,0.06,0.02,0.14,0.32,0.12,0.28,0.0,0.0,0.3,0.06,0.28,0.26,0.02,0.36,0.0,0.32,0.08,0.04,0.0,0.0,0.34,0.1,0.22,0.18,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.02,0.26,0.0,0.44,0.36,0.0,0.02,0.0,0.2,0.02,0.38,0.26,0.08,0.0,0.0,0.1,0.02,0.3,0.0,0.0,0.0,0.0,0.12,0.14,0.12,0.0,0.26,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.08,0.0,0.34,0.34,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.0,0.16,0.28,0.0,0.44,0.12,0.16,0.34,0.0,0.3,0.18,0.0,0.06,0.18,0.32,0.06,0.24,0.0,0.32,0.06,0.0,0.12,0.12,0.02,0.06,[]
